"","concept_code","string","string_type"
"1509",151,"FE200486","code name"
"1510",151,"Firmagon","brand name"
"1511",152,"Denileukin diftitox","preferred name"
"1512",152,"DAB(389)-interleukin-2","code name"
"1513",152,"DAB389 interleukin-2","code name"
"1514",152,"DAB389 interleukin-2 immunotoxin","code name"
"1515",152,"DABIL2","code name"
"1516",152,"LY335348","code name"
"1517",152,"Ontak","brand name"
"1520",154,"Denosumab","preferred name"
"1521",154,"Prolia","brand name"
"1522",154,"Xgeva","brand name"
"1530",156,"Dexamethasone","preferred name"
"1531",156,"dexamethasone acetate","generic name"
"1532",156,"dexamethasone sodium","generic name"
"1533",156,"dexamethasone sodium metasulfobenzoate","generic name"
"1534",156,"dexamethasone sodium phosphate","generic name"
"1535",156,"dexamethasone sodium succinate","generic name"
"1536",156,"dexamethasone sodium sulfate","generic name"
"1537",156,"Aacidexam","brand name"
"1538",156,"Acetato DE Dexametasona","brand name"
"1539",156,"Acetazona","brand name"
"1540",156,"Acolon","brand name"
"1541",156,"Adrecort","brand name"
"1542",156,"Adrekon","brand name"
"1543",156,"Aeroseb-DEX","brand name"
"1544",156,"Afpred Forte-Dexa","brand name"
"1545",156,"AK-DEX","brand name"
"1546",156,"Aldron","brand name"
"1547",156,"Alfalyl","brand name"
"1548",156,"Alpermell","brand name"
"1549",156,"Amumetazon","brand name"
"1550",156,"Anemul","brand name"
"1551",156,"Aphtasolon","brand name"
"1552",156,"Apidex","brand name"
"1553",156,"Arcodexan","brand name"
"1554",156,"Auxiloson","brand name"
"1555",156,"Auxison","brand name"
"1556",156,"Auxisone","brand name"
"1557",156,"B Dexzol","brand name"
"1558",156,"Baycadron","brand name"
"1559",156,"Bexine","brand name"
"1560",156,"Beyonas Dexa","brand name"
"1561",156,"Bisuo DS","brand name"
"1562",156,"Brulin","brand name"
"1563",156,"Bucokon","brand name"
"1564",156,"Bufadexon","brand name"
"1565",156,"Butiol","brand name"
"1566",156,"Canalon","brand name"
"1567",156,"Carbidu","brand name"
"1568",156,"Carulon","brand name"
"1569",156,"Cebedex","brand name"
"1570",156,"Cellacort","brand name"
"1571",156,"Celudex","brand name"
"1572",156,"Cetadexon","brand name"
"1573",156,"Colircusi Dexametasona","brand name"
"1574",156,"Corodex","brand name"
"1575",156,"Corson","brand name"
"1576",156,"Corsona","brand name"
"1577",156,"Corsone","brand name"
"1578",156,"Corsum","brand name"
"1579",156,"Corticoidex","brand name"
"1580",156,"Cortidax","brand name"
"1581",156,"Cortidex","brand name"
"1582",156,"Cortidexason","brand name"
"1583",156,"Cortitop","brand name"
"1584",156,"Coyensu","brand name"
"1585",156,"D-Cort","brand name"
"1586",156,"Dacrosone","brand name"
"1587",156,"Daidoron","brand name"
"1588",156,"Dalalone","brand name"
"1589",156,"Danason","brand name"
"1590",156,"Danasone","brand name"
"1591",156,"Daxilone","brand name"
"1592",156,"Deca Forte","brand name"
"1593",156,"Decacin","brand name"
"1594",156,"Decaderm","brand name"
"1595",156,"Decadolone","brand name"
"1596",156,"Decadran","brand name"
"1597",156,"Decadron","brand name"
"1598",156,"Decadronal","brand name"
"1599",156,"Decadronfosfat","brand name"
"1600",156,"Decafos","brand name"
"1601",156,"Decalin","brand name"
"1602",156,"Decalon","brand name"
"1603",156,"Decalona","brand name"
"1604",156,"Decan","brand name"
"1605",156,"Decans","brand name"
"1606",156,"Decaron","brand name"
"1607",156,"Decason","brand name"
"1608",156,"Decasone","brand name"
"1609",156,"Decaspray","brand name"
"1610",156,"Decazol","brand name"
"1611",156,"Decdak","brand name"
"1612",156,"Decdan","brand name"
"1613",156,"Decicort","brand name"
"1614",156,"Decilone","brand name"
"1615",156,"Decobel","brand name"
"1616",156,"Decolite","brand name"
"1617",156,"Decone","brand name"
"1618",156,"Decordex","brand name"
"1619",156,"Decorex","brand name"
"1620",156,"Decoron","brand name"
"1621",156,"Decorten","brand name"
"1622",156,"Dectan","brand name"
"1623",156,"Dectancyl","brand name"
"1624",156,"Deexa","brand name"
"1625",156,"Deflaren","brand name"
"1626",156,"Dekesu","brand name"
"1627",156,"Dekisachosei","brand name"
"1628",156,"Dekort","brand name"
"1629",156,"Deksa","brand name"
"1630",156,"Deksalon","brand name"
"1631",156,"Deksamet","brand name"
"1632",156,"Dellamethasone","brand name"
"1633",156,"Deltafluorene","brand name"
"1634",156,"Demasone","brand name"
"1635",156,"Demeson","brand name"
"1636",156,"Dermadex","brand name"
"1637",156,"Dermidron","brand name"
"1638",156,"Deron S","brand name"
"1639",156,"Deronil","brand name"
"1640",156,"Derson","brand name"
"1641",156,"Dersone","brand name"
"1642",156,"Desalark","brand name"
"1643",156,"Desametasone Fosf","brand name"
"1644",156,"Desason","brand name"
"1645",156,"Deson","brand name"
"1646",156,"Detametazon","brand name"
"1647",156,"Detasone","brand name"
"1648",156,"Dethamedin","brand name"
"1649",156,"Dexa","brand name"
"1650",156,"Dexa Clinit","brand name"
"1651",156,"Dexabene","brand name"
"1652",156,"Dexabeta","brand name"
"1653",156,"Dexacen-4","brand name"
"1654",156,"Dexacilin","brand name"
"1655",156,"Dexacip","brand name"
"1656",156,"Dexacollyre","brand name"
"1657",156,"Dexacom","brand name"
"1658",156,"Dexacort","brand name"
"1659",156,"Dexacortal","brand name"
"1660",156,"Dexacortin","brand name"
"1661",156,"Dexacortisone","brand name"
"1662",156,"Dexacortisyl","brand name"
"1663",156,"Dexacotsil","brand name"
"1664",156,"Dexacron","brand name"
"1665",156,"Dexacutis","brand name"
"1666",156,"Dexaden","brand name"
"1667",156,"Dexaderm","brand name"
"1668",156,"Dexaderme","brand name"
"1669",156,"Dexadermil","brand name"
"1670",156,"Dexadon","brand name"
"1671",156,"Dexadrol","brand name"
"1672",156,"Dexadron","brand name"
"1673",156,"Dexaedo","brand name"
"1674",156,"Dexafar","brand name"
"1675",156,"Dexafarm","brand name"
"1676",156,"Dexaflam","brand name"
"1677",156,"Dexaflan","brand name"
"1678",156,"Dexagalen","brand name"
"1679",156,"Dexagee","brand name"
"1680",156,"Dexagel","brand name"
"1681",156,"Dexagenta","brand name"
"1682",156,"Dexaglos","brand name"
"1683",156,"Dexagreen","brand name"
"1684",156,"Dexagrin","brand name"
"1685",156,"Dexahexal","brand name"
"1686",156,"Dexaleniens","brand name"
"1687",156,"Dexalocal","brand name"
"1688",156,"Dexaltin","brand name"
"1689",156,"Dexam","brand name"
"1690",156,"Dexamag","brand name"
"1691",156,"Dexamark","brand name"
"1692",156,"Dexame","brand name"
"1693",156,"Dexamecortin","brand name"
"1694",156,"Dexamedis","brand name"
"1695",156,"Dexamedix","brand name"
"1696",156,"Dexamedron","brand name"
"1697",156,"Dexameral","brand name"
"1698",156,"Dexameson","brand name"
"1699",156,"Dexamesone","brand name"
"1700",156,"Dexamet","brand name"
"1701",156,"Dexametason","brand name"
"1702",156,"Dexametasona","brand name"
"1703",156,"Dexametax","brand name"
"1704",156,"Dexametazon","brand name"
"1705",156,"Dexametazona","brand name"
"1706",156,"Dexameth","brand name"
"1707",156,"Dexamethason","brand name"
"1708",156,"Dexamethasonum","brand name"
"1709",156,"Dexamethazon","brand name"
"1710",156,"Dexamethazone","brand name"
"1711",156,"Dexametin","brand name"
"1712",156,"Dexametisona","brand name"
"1713",156,"Dexametonal","brand name"
"1714",156,"Dexametrat","brand name"
"1715",156,"Dexamex","brand name"
"1716",156,"Dexamil","brand name"
"1717",156,"Dexamine","brand name"
"1718",156,"Dexaminor","brand name"
"1719",156,"Dexamo","brand name"
"1720",156,"Dexamonozon N","brand name"
"1721",156,"Dexan","brand name"
"1722",156,"Dexanel","brand name"
"1723",156,"Dexanil","brand name"
"1724",156,"Dexano","brand name"
"1725",156,"Dexaphos","brand name"
"1726",156,"Dexapolcort","brand name"
"1727",156,"Dexapro","brand name"
"1728",156,"Dexaril","brand name"
"1729",156,"Dexaroid","brand name"
"1730",156,"Dexaron","brand name"
"1731",156,"Dexart","brand name"
"1732",156,"Dexasin","brand name"
"1733",156,"Dexasine","brand name"
"1734",156,"Dexasol","brand name"
"1735",156,"Dexasolone","brand name"
"1736",156,"Dexason","brand name"
"1737",156,"Dexasone","brand name"
"1738",156,"Dexasonlin","brand name"
"1739",156,"Dexatab","brand name"
"1740",156,"Dexaton","brand name"
"1741",156,"Dexatop","brand name"
"1742",156,"Dexatotal","brand name"
"1743",156,"Dexaval","brand name"
"1744",156,"Dexaven","brand name"
"1745",156,"Dexavet","brand name"
"1746",156,"Dexawal","brand name"
"1747",156,"Dexawieb","brand name"
"1748",156,"Dexazen","brand name"
"1749",156,"Dexazona","brand name"
"1750",156,"Dexazone","brand name"
"1751",156,"Dexicorta","brand name"
"1752",156,"Dexin","brand name"
"1753",156,"Dexinga","brand name"
"1754",156,"Dexion","brand name"
"1755",156,"Dexmene","brand name"
"1756",156,"Dexmesone","brand name"
"1757",156,"Dexmetha","brand name"
"1758",156,"Dexmethasone","brand name"
"1759",156,"Dexmethsone","brand name"
"1760",156,"Dexona","brand name"
"1761",156,"Dexone","brand name"
"1762",156,"Dexonium","brand name"
"1763",156,"Dexoptic","brand name"
"1764",156,"Dexpak","brand name"
"1765",156,"Dexsol","brand name"
"1766",156,"Dexstar","brand name"
"1767",156,"Dextason","brand name"
"1768",156,"Dexthasol","brand name"
"1769",156,"Dexton","brand name"
"1770",156,"Dextrasone","brand name"
"1771",156,"Dicorsone","brand name"
"1772",156,"Dicosheun","brand name"
"1773",156,"Diometa","brand name"
"1774",156,"Dison","brand name"
"1775",156,"DM Solone","brand name"
"1776",156,"Donray","brand name"
"1777",156,"Dorison","brand name"
"1778",156,"Doronil","brand name"
"1779",156,"Drenex","brand name"
"1780",156,"Drxaline","brand name"
"1781",156,"Elixirmethasone","brand name"
"1782",156,"Epidexone","brand name"
"1783",156,"Epidrone","brand name"
"1784",156,"Erladexone","brand name"
"1785",156,"Ermethasone","brand name"
"1786",156,"ETA Cortilen","brand name"
"1787",156,"Etason","brand name"
"1788",156,"Euromethasone","brand name"
"1789",156,"Fada Dexametasona","brand name"
"1790",156,"Fadametasona","brand name"
"1791",156,"Faridexon","brand name"
"1792",156,"Fexadron","brand name"
"1793",156,"Fortecortin","brand name"
"1794",156,"Fosfato Dissodico Dexametasona","brand name"
"1795",156,"Gammacorten","brand name"
"1796",156,"Gemisona","brand name"
"1797",156,"Glymesason","brand name"
"1798",156,"Grathazon","brand name"
"1799",156,"Hexadecadrol","brand name"
"1800",156,"Hexadrol","brand name"
"1801",156,"HI-Methasone","brand name"
"1802",156,"Hopamethasone","brand name"
"1803",156,"Idizone","brand name"
"1804",156,"Indexon","brand name"
"1805",156,"Inthesa-5","brand name"
"1806",156,"Irzamethazone","brand name"
"1807",156,"Isodexam","brand name"
"1808",156,"Isopto","brand name"
"1809",156,"Kaarmepakkaus","brand name"
"1810",156,"Kalmethasone","brand name"
"1811",156,"Kanadex","brand name"
"1812",156,"Kodolo","brand name"
"1813",156,"Kosa","brand name"
"1814",156,"Kovintong","brand name"
"1815",156,"Lanadexon","brand name"
"1816",156,"Licoson","brand name"
"1817",156,"Limethason","brand name"
"1818",156,"Lipotalon","brand name"
"1819",156,"Lisoderme","brand name"
"1820",156,"Lodex","brand name"
"1821",156,"Lodexa","brand name"
"1822",156,"Lokalison-F","brand name"
"1823",156,"Lormine","brand name"
"1824",156,"Loverine","brand name"
"1825",156,"Lupidexa","brand name"
"1826",156,"Luxazone","brand name"
"1827",156,"Maradex","brand name"
"1828",156,"Maxidex","brand name"
"1829",156,"Mecoxon","brand name"
"1830",156,"Medesone","brand name"
"1831",156,"Medexasone","brand name"
"1832",156,"Mediamethasone","brand name"
"1833",156,"Medicort","brand name"
"1834",156,"Medidex","brand name"
"1835",156,"Megacort","brand name"
"1836",156,"Megadex","brand name"
"1837",156,"Mephameson","brand name"
"1838",156,"Mephamesona","brand name"
"1839",156,"Mephamesone","brand name"
"1840",156,"Mephamesone-4","brand name"
"1841",156,"Meradexon","brand name"
"1842",156,"Merideca","brand name"
"1843",156,"Mesadoron","brand name"
"1844",156,"Metalexina","brand name"
"1845",156,"Metasolon","brand name"
"1846",156,"Metax","brand name"
"1847",156,"Metaxon","brand name"
"1848",156,"Metcort","brand name"
"1849",156,"Methaderm","brand name"
"1850",156,"Methasone","brand name"
"1851",156,"Mexasone","brand name"
"1852",156,"Mexaton","brand name"
"1853",156,"Migradexan","brand name"
"1854",156,"Millicorten","brand name"
"1855",156,"Minidex","brand name"
"1856",156,"Mitasone","brand name"
"1857",156,"Molacort","brand name"
"1858",156,"Mycidex","brand name"
"1859",156,"Neodex","brand name"
"1860",156,"Neofordex","brand name"
"1861",156,"Nexadron","brand name"
"1862",156,"Nodevex","brand name"
"1863",156,"Nufadex M","brand name"
"1864",156,"Ocedran","brand name"
"1865",156,"Ocudex","brand name"
"1866",156,"Oftadek","brand name"
"1867",156,"Oftadex","brand name"
"1868",156,"Omedexon","brand name"
"1869",156,"Onadron","brand name"
"1870",156,"Ophth-DEX","brand name"
"1871",156,"Ophthasona","brand name"
"1872",156,"Opticort","brand name"
"1873",156,"Orazone","brand name"
"1874",156,"Ordex","brand name"
"1875",156,"Orgadrone","brand name"
"1876",156,"Penatone","brand name"
"1877",156,"Penodex","brand name"
"1878",156,"Phenodex","brand name"
"1879",156,"Pidexon","brand name"
"1880",156,"Plavex","brand name"
"1881",156,"Plidexa","brand name"
"1882",156,"Prodexon","brand name"
"1883",156,"Pyderma","brand name"
"1884",156,"Pyradexon","brand name"
"1885",156,"Rally-A","brand name"
"1886",156,"Randexa","brand name"
"1887",156,"Redexon","brand name"
"1888",156,"Rednisone","brand name"
"1889",156,"Reusan","brand name"
"1890",156,"Rocolone","brand name"
"1891",156,"Ronic","brand name"
"1892",156,"Roximeth","brand name"
"1893",156,"Rupedex","brand name"
"1894",156,"Santeson","brand name"
"1895",156,"Sawasone","brand name"
"1896",156,"Scandexon","brand name"
"1897",156,"Selftison","brand name"
"1898",156,"Shirodex","brand name"
"1899",156,"Shuayan","brand name"
"1901",156,"Solcort","brand name"
"1902",156,"Soldesam","brand name"
"1903",156,"Soldesanil","brand name"
"1904",156,"Soldex","brand name"
"1905",156,"Soludecadron","brand name"
"1906",156,"Solupen","brand name"
"1907",156,"Sonexa","brand name"
"1908",156,"SP Cordexa","brand name"
"1909",156,"Spersadex","brand name"
"1910",156,"Spondy-Dexa","brand name"
"1911",156,"Stedex","brand name"
"1912",156,"Steralol","brand name"
"1913",156,"Sterasone","brand name"
"1914",156,"Steron","brand name"
"1915",156,"Superprednol","brand name"
"1916",156,"Supertendin-Depot N","brand name"
"1917",156,"Suprason","brand name"
"1918",156,"Surodex","brand name"
"1919",156,"Sydencort","brand name"
"1920",156,"Syndexa","brand name"
"1921",156,"Tavesona","brand name"
"1922",156,"Teanlang","brand name"
"1923",156,"Teikason Nidek","brand name"
"1924",156,"Tekuron","brand name"
"1925",156,"Thilodex","brand name"
"1926",156,"Thilodexine","brand name"
"1927",156,"Totocortin","brand name"
"1928",156,"Tuttozem N","brand name"
"1929",156,"Ucalon","brand name"
"1930",156,"Udicort","brand name"
"1931",156,"Unidex","brand name"
"1932",156,"Unidexa","brand name"
"1933",156,"Unisone","brand name"
"1934",156,"Visualin","brand name"
"1935",156,"Visumetazone","brand name"
"1936",156,"Voalla","brand name"
"1937",156,"Windex","brand name"
"1938",156,"Wymesone","brand name"
"1939",156,"Xasone","brand name"
"1940",156,"Xine","brand name"
"1941",156,"Zalucs","brand name"
"1942",156,"Zecaxon","brand name"
"1943",156,"Zenos","brand name"
"1944",156,"ZoDex","brand name"
"1945",156,"Zydexa","brand name"
"1951",158,"Dexrazoxane","preferred name"
"1952",158,"dexrazoxane hydrochloride","generic name"
"1953",158,"ADR-529","code name"
"1954",158,"ICRF-187","code name"
"1955",158,"Cardioxane","brand name"
"1956",158,"Cyrdanax","brand name"
"1957",158,"Savene","brand name"
"1958",158,"Totect","brand name"
"1959",158,"Zinecard","brand name"
"1960",159,"Diethylstilbestrol","preferred name"
"1961",159,"DES","generic name"
"1962",159,"stilbestrol","generic name"
"1963",159,"stilboestrol","generic name"
"1964",159,"Desplex","brand name"
"1965",159,"Dibestrol","brand name"
"1966",159,"Stibrol","brand name"
"1967",159,"Stilbest","brand name"
"1971",161,"Dinutuximab","preferred name"
"1972",161,"Ch14.18","code name"
"1973",161,"MOAB Ch14.18","code name"
"1974",161,"monoclonal antibody Ch14.18","code name"
"1975",161,"Unituxin","brand name"
"1980",164,"Docetaxel","preferred name"
"1981",164,"NSC 628503","code name"
"1982",164,"RP 56976","code name"
"1983",164,"Asodocel","brand name"
"1984",164,"Daxotel","brand name"
"1985",164,"Docefrez","brand name"
"1986",164,"Docegem","brand name"
"1987",164,"Doceglob","brand name"
"1988",164,"Docemax","brand name"
"1989",164,"Docenat","brand name"
"1990",164,"Docepar","brand name"
"1991",164,"Docetax","brand name"
"1992",164,"Docetec","brand name"
"1993",164,"Docetere","brand name"
"1994",164,"DoceXan","brand name"
"1995",164,"Docshil","brand name"
"1996",164,"Dolectran","brand name"
"1997",164,"Doxel","brand name"
"1998",164,"Doxetal","brand name"
"1999",164,"Hentaxel","brand name"
"2000",164,"Neocel","brand name"
"2001",164,"Oncodocel","brand name"
"2002",164,"Plustaxano","brand name"
"2003",164,"Sibatere","brand name"
"2004",164,"Taceedo","brand name"
"2005",164,"Taxe-RTU","brand name"
"2006",164,"Taxespira","brand name"
"2007",164,"Taxewell","brand name"
"2008",164,"Taxotere","brand name"
"2009",164,"Texot","brand name"
"2010",164,"Trixotene","brand name"
"2011",164,"Uvtere","brand name"
"2023",169,"Doxifluridine","preferred name"
"2024",169,"Didox","brand name"
"2025",170,"Doxorubicin","preferred name"
"2026",170,"ADM","generic name"
"2027",170,"doxorubicin hydrochloride","generic name"
"2028",170,"hydroxydaunorubicin","generic name"
"2029",170,"FI-106","code name"
"2030",170,"Adriablastina","brand name"
"2031",170,"Adriacept","brand name"
"2032",170,"Adriacin","brand name"
"2033",170,"Adriamycin","brand name"
"2034",170,"Adriamycine","brand name"
"2035",170,"Adriblastin","brand name"
"2036",170,"Adriblastina","brand name"
"2037",170,"Adriblastine","brand name"
"2038",170,"Adricept","brand name"
"2039",170,"Adricin","brand name"
"2040",170,"Adrim","brand name"
"2041",170,"Adrimedac","brand name"
"2042",170,"Adrosal","brand name"
"2043",170,"Antraciclin","brand name"
"2044",170,"Biorrub","brand name"
"2045",170,"Biorubina","brand name"
"2046",170,"Cadria","brand name"
"2047",170,"Carcinocin","brand name"
"2048",170,"Cloridrato DE","brand name"
"2049",170,"Deldoxin","brand name"
"2050",170,"Dicladox","brand name"
"2051",170,"Dobicin","brand name"
"2052",170,"Dobixin","brand name"
"2053",170,"Doxo","brand name"
"2054",170,"Doxo Cell","brand name"
"2055",170,"Doxobin","brand name"
"2056",170,"Doxocris","brand name"
"2057",170,"Doxokebir","brand name"
"2058",170,"Doxolem","brand name"
"2059",170,"Doxonolver","brand name"
"2060",170,"Doxor","brand name"
"2061",170,"Doxorrubicina","brand name"
"2062",170,"Doxorrubicina Colhidrol","brand name"
"2063",170,"Doxoruben","brand name"
"2064",170,"Doxorubicina","brand name"
"2065",170,"Doxorubicine","brand name"
"2066",170,"Doxorubicinum","brand name"
"2067",170,"Doxorubin","brand name"
"2068",170,"Doxotec","brand name"
"2069",170,"Doxtie","brand name"
"2070",170,"Duxocin","brand name"
"2071",170,"Evacet","brand name"
"2072",170,"Farmiblastina","brand name"
"2073",170,"Fauldoxo","brand name"
"2074",170,"Flavicina","brand name"
"2075",170,"Ifadox","brand name"
"2076",170,"Kemodoxa","brand name"
"2077",170,"Lyphidox","brand name"
"2078",170,"Nagun","brand name"
"2079",170,"Neoxane","brand name"
"2080",170,"Nuaze","brand name"
"2081",170,"Oncodria","brand name"
"2082",170,"Onkodox","brand name"
"2083",170,"Onkostatil","brand name"
"2084",170,"Pallagicin","brand name"
"2085",170,"Ranxas","brand name"
"2086",170,"Rastocin","brand name"
"2087",170,"Ribodoxo","brand name"
"2088",170,"Roxorin","brand name"
"2089",170,"Rubex","brand name"
"2090",170,"Varidoxo","brand name"
"2091",170,"Zodox","brand name"
"2092",171,"Doxycycline","preferred name"
"2095",173,"Durvalumab","preferred name"
"2096",173,"MEDI4736","code name"
"2097",173,"Imfinzi","brand name"
"2098",174,"Dutasteride","preferred name"
"2099",174,"Avodart","brand name"
"2100",175,"Duvelisib","preferred name"
"2101",175,"IPI-145","code name"
"2102",175,"Copiktra","brand name"
"2110",178,"Edrecolomab","preferred name"
"2111",178,"Panorex","brand name"
"2112",179,"Elotuzumab","preferred name"
"2113",179,"anti-CS1 monoclonal antibody HuLuc63","code name"
"2114",179,"BMS-901608","code name"
"2115",179,"HuLuc63","code name"
"2116",179,"PDL-063","code name"
"2117",179,"PDL063","code name"
"2118",179,"Empliciti","brand name"
"2128",182,"Enasidenib","preferred name"
"2129",182,"enasidenib mesylate","generic name"
"2130",182,"AG-221","code name"
"2131",182,"CC-90007","code name"
"2132",182,"Idhifa","brand name"
"2133",183,"Encorafenib","preferred name"
"2134",183,"LGX818","code name"
"2135",183,"Braftovi","brand name"
"2164",188,"Entrectinib","preferred name"
"2165",188,"RXDX-101","code name"
"2166",188,"Rozlytrek","brand name"
"2167",189,"Enzalutamide","preferred name"
"2168",189,"MDV3100","code name"
"2169",189,"Azel","brand name"
"2170",189,"Bdenza","brand name"
"2171",189,"Bnyx","brand name"
"2172",189,"Capmide","brand name"
"2173",189,"Enzamide","brand name"
"2174",189,"Glenza","brand name"
"2175",189,"Indenza","brand name"
"2176",189,"Xtandi","brand name"
"2179",191,"Epirubicin","preferred name"
"2180",191,"4-epi-doxorubicin","generic name"
"2181",191,"epidoxorubicin","generic name"
"2182",191,"Alrubicin","brand name"
"2183",191,"Anthracin","brand name"
"2184",191,"Binarin","brand name"
"2185",191,"Bioepicyna","brand name"
"2186",191,"Crisabon","brand name"
"2187",191,"E.P.R Elvetium","brand name"
"2188",191,"Ellence","brand name"
"2189",191,"Epidoxo","brand name"
"2190",191,"Epifil","brand name"
"2191",191,"Epilem","brand name"
"2192",191,"Epirubicine","brand name"
"2193",191,"Epizin","brand name"
"2194",191,"Epricin","brand name"
"2195",191,"Eracin","brand name"
"2196",191,"Famorubicin","brand name"
"2197",191,"Farmorubicin","brand name"
"2198",191,"Farmorubicina","brand name"
"2199",191,"Farmorubicine","brand name"
"2200",191,"Pharmorubicin","brand name"
"2201",191,"Riboepi","brand name"
"2202",191,"Rubifarm","brand name"
"2239",196,"Erdafitinib","preferred name"
"2240",196,"JNJ-42756493","code name"
"2241",196,"Balversa","brand name"
"2242",197,"Eribulin","preferred name"
"2243",197,"eribulin mesylate","generic name"
"2244",197,"E7389","code name"
"2245",197,"ER-086526","code name"
"2246",197,"NSC-707389","code name"
"2247",197,"Brutravon","brand name"
"2248",197,"Ebunat","brand name"
"2249",197,"Epbriv","brand name"
"2250",197,"Halaven","brand name"
"2251",197,"Mitobulin","brand name"
"2252",197,"Rayldeima","brand name"
"2253",197,"Teceris","brand name"
"2254",198,"Erlotinib","preferred name"
"2255",198,"erlotinib hydrochloride","generic name"
"2256",198,"CP-358","code name"
"2257",198,"CP-774","code name"
"2258",198,"OSI-774","code name"
"2259",198,"Erlocip","brand name"
"2260",198,"Erlonat","brand name"
"2261",198,"Melacyte","brand name"
"2262",198,"Tarceva","brand name"
"2263",199,"Estradiol","preferred name"
"2264",199,"estradiol valerate","generic name"
"2265",199,"estrogens conjugated","generic name"
"2266",199,"estrogens esterified","generic name"
"2267",200,"Estramustine","preferred name"
"2268",200,"estramustine phosphate sodium","generic name"
"2269",200,"Emcyt","brand name"
"2270",200,"Estracit","brand name"
"2271",200,"Estram","brand name"
"2272",200,"Estramin","brand name"
"2273",200,"X-Trant","brand name"
"2274",201,"Etoposide","preferred name"
"2275",201,"etoposide phosphate","generic name"
"2276",201,"VP 16213","code name"
"2277",201,"VP-16","code name"
"2278",201,"VP-TEC","code name"
"2279",201,"Aside","brand name"
"2280",201,"Beposid","brand name"
"2281",201,"Bioposide","brand name"
"2282",201,"Celltop","brand name"
"2283",201,"Citodox","brand name"
"2284",201,"Epocin","brand name"
"2285",201,"Eposid","brand name"
"2286",201,"Eposide","brand name"
"2287",201,"Eposido","brand name"
"2288",201,"Eposin","brand name"
"2289",201,"Epsidox","brand name"
"2290",201,"ETO","brand name"
"2291",201,"Etocris","brand name"
"2292",201,"Etomedac","brand name"
"2293",201,"Etonolver","brand name"
"2294",201,"Etopofos","brand name"
"2295",201,"Etopophos","brand name"
"2296",201,"Etopos","brand name"
"2297",201,"Etoposid","brand name"
"2298",201,"Etoposido","brand name"
"2299",201,"Etopoxan","brand name"
"2300",201,"Etopul","brand name"
"2301",201,"Etosid","brand name"
"2302",201,"Etosin","brand name"
"2303",201,"Eunades CS","brand name"
"2304",201,"Euvaxon","brand name"
"2305",201,"Exitop","brand name"
"2306",201,"Fytop","brand name"
"2307",201,"Fytosid","brand name"
"2308",201,"Labimion","brand name"
"2309",201,"Lastet","brand name"
"2310",201,"Lastet S","brand name"
"2311",201,"Neoplaxol","brand name"
"2312",201,"Nexvep","brand name"
"2313",201,"Onkoposid","brand name"
"2314",201,"Optasid","brand name"
"2315",201,"Percas","brand name"
"2316",201,"Posid","brand name"
"2317",201,"Posidon","brand name"
"2318",201,"Posyd","brand name"
"2319",201,"Riboposid","brand name"
"2320",201,"Sintopozid","brand name"
"2321",201,"Toposar","brand name"
"2322",201,"Toposide","brand name"
"2323",201,"Toposin","brand name"
"2324",201,"Topresid","brand name"
"2325",201,"Tosuben","brand name"
"2326",201,"Vepefos","brand name"
"2327",201,"Vepesid","brand name"
"2328",201,"Vepeside","brand name"
"2329",201,"Vepsid","brand name"
"2330",201,"Vepside","brand name"
"2331",202,"Everolimus","preferred name"
"2332",202,"RAD-001","code name"
"2333",202,"RAD001","code name"
"2334",202,"Advacan","brand name"
"2335",202,"Afinitor","brand name"
"2336",202,"Afinitor Disperz","brand name"
"2337",202,"Certican","brand name"
"2338",202,"Everecan","brand name"
"2339",202,"EverGraf","brand name"
"2340",202,"Evermil","brand name"
"2341",202,"Evertor","brand name"
"2342",202,"Rapact","brand name"
"2343",202,"Rolimus","brand name"
"2344",202,"Votubia","brand name"
"2345",202,"Zortress","brand name"
"2346",203,"Exemestane","preferred name"
"2347",203,"FCE-24304","code name"
"2348",203,"Aromadex","brand name"
"2349",203,"Aromasin","brand name"
"2350",203,"Aromex","brand name"
"2351",203,"Xtane","brand name"
"2464",222,"Floxuridine","preferred name"
"2465",222,"floxuridin","generic name"
"2466",222,"fluorodeoxyuridine","generic name"
"2467",222,"fluorouridine deoxyribose","generic name"
"2468",222,"WR-138720","code name"
"2469",222,"FUDR","brand name"
"2472",224,"Fludarabine","preferred name"
"2473",224,"FAMP","generic name"
"2474",224,"fludarabine phosphate","generic name"
"2475",224,"Beneflur","brand name"
"2476",224,"Fludabine","brand name"
"2477",224,"Fludara","brand name"
"2478",224,"Lymfuda","brand name"
"2479",224,"Oforta","brand name"
"2480",225,"Fluorouracil","preferred name"
"2481",225,"5 Fluorouracil","generic name"
"2482",225,"5 FU","generic name"
"2483",225,"5-fluoracilo","generic name"
"2484",225,"5-fluorouracilo","generic name"
"2485",225,"5-fluorouracyl","generic name"
"2486",225,"5-FU","generic name"
"2487",225,"FU","generic name"
"2488",225,"Ro-2-9757","code name"
"2489",225,"Accusite","brand name"
"2490",225,"Actino Hermal","brand name"
"2491",225,"Adrucil","brand name"
"2492",225,"Arumel","brand name"
"2493",225,"Benton","brand name"
"2494",225,"Biofur","brand name"
"2495",225,"Carac","brand name"
"2496",225,"Carebin","brand name"
"2497",225,"Carzonal","brand name"
"2498",225,"Cinco-FU","brand name"
"2499",225,"Cinkef-U","brand name"
