drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Carmustine,preferred,2,3,1,"Is Carmustine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Carmustine effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Carmustine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Carmustine safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,2
Carmustine wafer polifeprosan 20,preferred,1,2,3,"Is Carmustine wafer polifeprosan 20 associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Carmustine wafer polifeprosan 20 effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Carmustine wafer polifeprosan 20 likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Carmustine wafer polifeprosan 20 safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Carvykti,brand,3,2,1,"Is Carvykti associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Carvykti effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Carvykti likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Carvykti safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,1,3
Cediranib,preferred,2,3,1,"Is Cediranib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Cediranib effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cediranib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Cediranib safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,3
CeeNu,brand,1,2,3,"Is CeeNu associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is CeeNu effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is CeeNu likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is CeeNu safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,3
Cejemly,brand,1,3,2,"Is Cejemly associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Cejemly effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Cejemly likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Cejemly safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,2
Cemiplimab,preferred,2,3,1,"Is Cemiplimab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Cemiplimab effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Cemiplimab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Cemiplimab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,3
Ceritinib,preferred,3,2,1,"Is Ceritinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Ceritinib effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Ceritinib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Ceritinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Cerubidin,brand,2,3,1,"Is Cerubidin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Cerubidin effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Cerubidin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Cerubidin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Cetuxim,brand,1,2,3,"Is Cetuxim associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Cetuxim effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Cetuxim likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Cetuxim safe?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,2
Cetuximab,preferred,3,2,1,"Is Cetuximab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Cetuximab effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cetuximab likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Cetuximab safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,3
Chidamide,preferred,3,2,1,"Is Chidamide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Chidamide effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Chidamide likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Chidamide safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,2
Chlorambucil,preferred,2,1,3,"Is Chlorambucil associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Chlorambucil effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Chlorambucil likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Chlorambucil safe?
Options: 1: No, 2: Neutral, 3: Yes",1,1,3,3
Chlorambusil,brand,3,1,2,"Is Chlorambusil associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Chlorambusil effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Chlorambusil likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Chlorambusil safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,3
Ciltacabtagene autoleucel,preferred,2,3,1,"Is Ciltacabtagene autoleucel associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Ciltacabtagene autoleucel effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Ciltacabtagene autoleucel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Ciltacabtagene autoleucel safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,1,3
Cisplatin,preferred,2,3,1,"Is Cisplatin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Cisplatin effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Cisplatin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Cisplatin safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,1
Cladribine,preferred,2,3,1,"Is Cladribine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Cladribine effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cladribine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Cladribine safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,1,3
Clarithromycin,preferred,2,1,3,"Is Clarithromycin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Clarithromycin effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Clarithromycin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Clarithromycin safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,2
Clofarabine,preferred,2,3,1,"Is Clofarabine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Clofarabine effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Clofarabine likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Clofarabine safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,1
Clolar,brand,3,2,1,"Is Clolar associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Clolar effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Clolar likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Clolar safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,1,2
Cobimetinib,preferred,2,1,3,"Is Cobimetinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Cobimetinib effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Cobimetinib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Cobimetinib safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,3,2
Colchicine,preferred,3,1,2,"Is Colchicine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Colchicine effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Colchicine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Colchicine safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,3
Colcrys,brand,2,1,3,"Is Colcrys associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Colcrys effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Colcrys likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Colcrys safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,3,3
Conmana,brand,2,1,3,"Is Conmana associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Conmana effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Conmana likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Conmana safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,2
Contego,brand,3,1,2,"Is Contego associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Contego effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Contego likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Contego safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,2
Contergan,brand,1,3,2,"Is Contergan associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Contergan effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Contergan likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Contergan safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,2,3
Copanlisib,preferred,1,3,2,"Is Copanlisib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Copanlisib effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Copanlisib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Copanlisib safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,2,3
Copiktra,brand,3,2,1,"Is Copiktra associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Copiktra effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Copiktra likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Copiktra safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,1,2
Cortef,brand,3,2,1,"Is Cortef associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Cortef effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cortef likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Cortef safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,2
Cosmegen,brand,2,3,1,"Is Cosmegen associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cosmegen effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Cosmegen likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Cosmegen safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,2
Cotellic,brand,2,1,3,"Is Cotellic associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Cotellic effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Cotellic likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Cotellic safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,2
Coxatin,brand,3,2,1,"Is Coxatin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Coxatin effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Coxatin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Coxatin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Crizalk,brand,3,1,2,"Is Crizalk associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Crizalk effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Crizalk likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Crizalk safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,3
Crizotinib,preferred,3,1,2,"Is Crizotinib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Crizotinib effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Crizotinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Crizotinib safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,1
Cyclophosphamide,preferred,3,2,1,"Is Cyclophosphamide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Cyclophosphamide effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Cyclophosphamide likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Cyclophosphamide safe?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,1
Cyendiv,brand,1,3,2,"Is Cyendiv associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Cyendiv effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Cyendiv likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cyendiv safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,3
Cymer,brand,3,1,2,"Is Cymer associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Cymer effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Cymer likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Cymer safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,2,2
Cyproterone acetate,preferred,2,3,1,"Is Cyproterone acetate associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cyproterone acetate effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Cyproterone acetate likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Cyproterone acetate safe?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,2
Cyramza,brand,2,1,3,"Is Cyramza associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Cyramza effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Cyramza likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Cyramza safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,2
Cytarabine,preferred,1,3,2,"Is Cytarabine associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Cytarabine effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Cytarabine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Cytarabine safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,2
Cytarabine and daunorubicin liposomal,preferred,3,1,2,"Is Cytarabine and daunorubicin liposomal associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Cytarabine and daunorubicin liposomal effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Cytarabine and daunorubicin liposomal likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Cytarabine and daunorubicin liposomal safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,3
Cytomid,brand,2,1,3,"Is Cytomid associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Cytomid effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Cytomid likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Cytomid safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,3
Dabrafenib,preferred,1,3,2,"Is Dabrafenib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Dabrafenib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Dabrafenib likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Dabrafenib safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,3
Dacarbazine,preferred,1,2,3,"Is Dacarbazine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Dacarbazine effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Dacarbazine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Dacarbazine safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,3
Dacogen,brand,2,1,3,"Is Dacogen associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Dacogen effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Dacogen likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Dacogen safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,3
Dacomitinib,preferred,3,2,1,"Is Dacomitinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Dacomitinib effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Dacomitinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Dacomitinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,3
Dactinomycin,preferred,1,2,3,"Is Dactinomycin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Dactinomycin effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Dactinomycin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Dactinomycin safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,1
Danatrol,brand,1,2,3,"Is Danatrol associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Danatrol effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Danatrol likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Danatrol safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,2
Danazol,preferred,3,1,2,"Is Danazol associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Danazol effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Danazol likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Danazol safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,2
Danyelza,brand,2,3,1,"Is Danyelza associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Danyelza effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Danyelza likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Danyelza safe?
Options: 1: Neutral, 2: Yes, 3: No",3,1,1,2
Daratumumab,preferred,2,1,3,"Is Daratumumab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Daratumumab effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Daratumumab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Daratumumab safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,2
Daratumumab and hyaluronidase,preferred,2,1,3,"Is Daratumumab and hyaluronidase associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Daratumumab and hyaluronidase effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Daratumumab and hyaluronidase likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Daratumumab and hyaluronidase safe?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,2
Darolutamide,preferred,3,2,1,"Is Darolutamide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Darolutamide effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Darolutamide likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Darolutamide safe?
Options: 1: Yes, 2: Neutral, 3: No",3,1,1,2
Darzalex,brand,3,2,1,"Is Darzalex associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Darzalex effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Darzalex likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Darzalex safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Darzalex Faspro,brand,2,3,1,"Is Darzalex Faspro associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Darzalex Faspro effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Darzalex Faspro likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Darzalex Faspro safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,2
Dasatinib,preferred,3,2,1,"Is Dasatinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Dasatinib effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Dasatinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Dasatinib safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,1,2
DaunoXome,brand,3,1,2,"Is DaunoXome associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is DaunoXome effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is DaunoXome likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is DaunoXome safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,1
Daunorubicin,preferred,3,2,1,"Is Daunorubicin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Daunorubicin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Daunorubicin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Daunorubicin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,3,1,3
Daunorubicin liposomal,preferred,1,2,3,"Is Daunorubicin liposomal associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Daunorubicin liposomal effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Daunorubicin liposomal likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Daunorubicin liposomal safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,1
Daurismo,brand,2,3,1,"Is Daurismo associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Daurismo effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Daurismo likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Daurismo safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,2
De-Noltab,brand,2,3,1,"Is De-Noltab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is De-Noltab effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is De-Noltab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is De-Noltab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Decapeptyl,brand,2,3,1,"Is Decapeptyl associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Decapeptyl effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Decapeptyl likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Decapeptyl safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,2
Decitabine,preferred,3,1,2,"Is Decitabine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Decitabine effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Decitabine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Decitabine safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,3
Decitabine and cedazuridine,preferred,1,3,2,"Is Decitabine and cedazuridine associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Decitabine and cedazuridine effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Decitabine and cedazuridine likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Decitabine and cedazuridine safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,2
Degarelix,preferred,2,1,3,"Is Degarelix associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Degarelix effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Degarelix likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Degarelix safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,2
Denileukin diftitox,preferred,1,3,2,"Is Denileukin diftitox associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Denileukin diftitox effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Denileukin diftitox likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Denileukin diftitox safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,3
Denosumab,preferred,3,2,1,"Is Denosumab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Denosumab effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Denosumab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Denosumab safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,2
Depacon,brand,2,3,1,"Is Depacon associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Depacon effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Depacon likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Depacon safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Depo-Provera,brand,1,2,3,"Is Depo-Provera associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Depo-Provera effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Depo-Provera likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Depo-Provera safe?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,2
